Hora,DiaDaSemana,Temperatura,Chuva,EventoNaRegiao,EhFeriado,Ocupacao
21,4,12,1,0,1,60
22,4,15,0,0,1,32
23,4,25,0,0,1,47
0,5,26,1,0,0,29
1,5,24,0,0,0,12
2,5,17,1,0,0,20
3,5,19,0,0,0,13
4,5,16,1,0,0,26
5,5,23,0,0,0,6
6,5,15,0,0,0,24
7,5,20,0,0,0,22
8,5,24,1,0,0,97
9,5,17,0,0,0,70
10,5,18,0,0,0,75
11,5,30,0,0,0,73
12,5,15,0,0,0,71
13,5,23,0,0,0,77
14,5,16,0,0,0,87
15,5,22,0,0,0,70
16,5,26,0,0,0,72
17,5,27,1,0,0,84
18,5,23,0,0,0,41
19,5,15,0,1,0,98
20,5,20,0,0,0,57
21,5,19,0,1,0,97
22,5,26,0,0,0,32
23,5,15,0,0,0,38
0,6,24,1,0,0,31
1,6,26,0,0,0,12
2,6,14,1,0,0,19
3,6,22,0,0,0,12
4,6,30,0,0,0,14
5,6,21,0,0,0,6
6,6,25,0,0,0,29
7,6,28,0,0,0,25
8,6,18,0,0,0,87
9,6,28,0,0,0,81
10,6,20,0,0,0,88
11,6,17,0,0,0,80
12,6,15,0,0,0,75
13,6,21,0,0,0,74
14,6,21,0,0,0,75
15,6,16,0,0,0,82
16,6,24,0,0,0,76
17,6,20,1,0,0,94
18,6,22,0,0,0,38
19,6,24,1,1,0,99
20,6,18,1,1,0,98
21,6,23,0,0,0,40
22,6,15,0,0,0,58
23,6,19,0,0,0,56
0,0,29,0,0,0,13
1,0,21,1,0,0,27
2,0,15,1,0,0,31
3,0,28,0,0,0,10
4,0,29,0,0,0,8
5,0,16,0,0,0,13
6,0,22,0,0,0,28
7,0,26,0,0,0,29
8,0,29,0,0,0,91
9,0,18,1,0,0,100
10,0,20,0,0,0,70
11,0,19,0,0,0,93
12,0,22,1,0,0,100
13,0,29,0,0,0,86
14,0,22,1,0,0,99
15,0,27,0,0,0,93
16,0,25,1,0,0,100
17,0,24,0,0,0,74
18,0,15,0,0,0,34
19,0,19,0,0,0,48
20,0,15,0,0,0,42
21,0,16,0,0,0,59
22,0,15,0,0,0,32
23,0,20,0,0,0,50
0,1,20,0,0,0,12
1,1,21,0,0,0,14
2,1,23,0,0,0,5
3,1,18,0,0,0,15
4,1,23,0,0,0,8
5,1,26,0,0,0,11
6,1,26,0,0,0,27
7,1,25,1,0,0,43
8,1,15,1,0,0,100
9,1,28,0,0,0,89
10,1,25,0,0,0,90
11,1,22,0,0,0,83
12,1,24,0,0,0,77
13,1,22,0,0,0,76
14,1,26,0,0,0,70
15,1,16,0,0,0,77
16,1,21,1,0,0,97
17,1,30,0,0,0,88
18,1,15,0,0,0,43
19,1,20,0,0,0,41
20,1,20,0,0,0,48
21,1,15,0,0,0,58
22,1,23,0,0,0,44
23,1,19,0,0,0,33
0,2,20,0,0,0,15
1,2,19,0,0,0,14
2,2,18,0,0,0,13
3,2,21,0,0,0,10
4,2,19,0,0,0,12
5,2,15,1,0,0,21
6,2,16,0,0,0,22
7,2,19,0,0,0,38
8,2,27,0,0,0,73
9,2,30,0,0,0,89
10,2,18,0,0,0,76
11,2,21,1,0,0,90
12,2,27,0,0,0,71
13,2,26,0,0,0,86
14,2,21,0,0,0,89
15,2,15,0,0,0,87
16,2,23,0,0,0,87
17,2,16,0,0,0,88
18,2,20,0,0,0,36
19,2,18,0,0,0,37
20,2,22,0,0,0,45
21,2,30,0,0,0,46
22,2,28,0,0,0,30
23,2,16,0,0,0,47
0,3,28,0,0,0,8
1,3,14,1,0,0,29
2,3,20,1,0,0,20
3,3,23,0,0,0,5
4,3,25,0,0,0,14
5,3,22,0,0,0,10
6,3,25,0,0,0,23
7,3,15,0,0,0,31
8,3,19,1,0,0,100
9,3,24,0,0,0,88
10,3,24,0,0,0,77
11,3,21,0,0,0,89
12,3,25,0,0,0,85
13,3,20,1,0,0,90
14,3,21,0,0,0,70
15,3,17,0,0,0,82
16,3,29,0,0,0,88
17,3,20,0,0,0,80
18,3,18,0,0,0,32
19,3,21,0,0,0,30
20,3,15,1,0,0,47
21,3,22,1,0,0,66
22,3,25,1,0,0,76
23,3,29,0,0,0,43
0,4,17,0,0,0,13
1,4,26,0,0,0,6
2,4,13,1,0,0,28
3,4,23,0,0,0,5
4,4,25,1,0,0,27
5,4,19,0,0,0,11
6,4,28,0,0,0,29
7,4,29,0,0,0,30
8,4,17,0,0,0,73
9,4,12,1,0,0,100
10,4,12,1,0,0,93
11,4,22,0,0,0,76
12,4,13,1,0,0,93
13,4,21,0,0,0,84
14,4,28,0,0,0,71
15,4,25,0,0,0,75
16,4,29,0,0,0,71
17,4,17,0,0,0,83
18,4,16,0,0,0,40
19,4,29,0,0,0,53
20,4,16,0,0,0,41
21,4,24,1,0,0,71
22,4,23,0,0,0,47
23,4,15,0,0,0,60
0,5,21,0,0,0,13
1,5,16,1,0,0,19
2,5,12,1,0,0,27
3,5,17,0,0,0,15
4,5,24,0,0,0,5
5,5,19,0,0,0,9
6,5,21,0,0,0,34
7,5,27,1,0,0,49
8,5,21,0,0,0,75
9,5,20,0,0,0,88
10,5,22,1,0,0,91
11,5,17,0,0,0,93
12,5,16,0,0,0,83
13,5,27,0,0,0,80
14,5,16,0,0,0,83
15,5,15,1,0,0,95
16,5,18,0,0,0,71
17,5,17,0,0,0,73
18,5,29,0,0,0,54
19,5,18,0,0,0,32
20,5,18,0,0,0,45
21,5,28,0,1,0,96
22,5,13,1,0,0,73
23,5,27,0,0,0,55
0,6,30,0,0,0,10
1,6,16,0,0,0,5
2,6,28,0,0,0,14
3,6,28,0,0,0,13
4,6,26,1,0,0,18
5,6,26,0,0,0,10
6,6,16,0,0,0,37
7,6,19,0,0,0,22
8,6,20,0,0,0,84
9,6,25,0,0,0,95
10,6,21,1,0,0,93
11,6,17,1,0,0,95
12,6,22,0,0,0,92
13,6,25,0,0,0,85
14,6,19,0,0,0,87
15,6,17,0,0,0,71
16,6,15,0,0,0,89
17,6,15,0,0,0,94
18,6,18,0,0,0,51
19,6,16,0,0,0,49
20,6,25,0,1,0,97
21,6,19,0,0,0,57
22,6,16,0,0,0,45
23,6,20,1,0,0,66
0,0,15,0,0,0,14
1,0,26,1,0,0,25
2,0,23,0,0,0,13
3,0,21,1,0,0,18
4,0,15,0,0,0,10
5,0,25,0,0,0,12
6,0,15,0,0,0,30
7,0,23,0,0,0,23
8,0,19,0,0,0,75
9,0,28,0,0,0,82
10,0,29,0,0,0,95
11,0,22,0,0,0,70
12,0,21,0,0,0,90
13,0,25,0,0,0,70
14,0,19,0,0,0,94
15,0,16,0,0,0,76
16,0,24,1,0,0,100
17,0,25,0,0,0,80
18,0,25,1,0,0,60
19,0,17,0,0,0,60
20,0,22,1,0,0,62
21,0,29,0,0,0,38
22,0,20,1,0,0,67
23,0,23,0,0,0,45
0,1,20,0,0,0,11
1,1,30,0,0,0,11
2,1,30,0,0,0,13
3,1,16,0,0,0,14
4,1,27,1,0,0,22
5,1,26,0,0,0,9
6,1,19,0,0,0,20
7,1,23,0,0,0,36
8,1,25,0,0,0,94
9,1,29,0,0,0,86
10,1,30,0,0,0,70
11,1,21,1,0,0,100
12,1,18,0,0,0,74
13,1,24,0,0,0,72
14,1,21,0,0,0,92
15,1,18,0,0,0,87
16,1,27,0,0,0,87
17,1,20,0,0,0,71
18,1,25,0,0,0,39
19,1,22,0,0,0,40
20,1,15,0,0,0,46
21,1,30,0,0,0,37
22,1,16,0,0,0,59
23,1,29,0,0,0,48
0,2,22,1,0,0,32
1,2,26,0,0,0,6
2,2,21,0,0,0,12
3,2,22,0,0,0,12
4,2,15,0,0,0,13
5,2,25,0,0,0,7
6,2,23,0,0,0,24
7,2,22,1,0,0,45
8,2,29,0,0,0,85
9,2,28,0,0,0,82
10,2,22,0,0,0,74
11,2,26,1,0,0,100
12,2,26,1,0,0,94
13,2,27,0,0,0,94
14,2,28,0,0,0,80
15,2,20,1,0,0,92
16,2,22,1,0,0,84
17,2,16,0,0,0,74
18,2,22,0,0,0,42
19,2,20,0,0,0,46
20,2,29,0,0,0,43
21,2,27,0,0,0,30
22,2,30,0,0,0,46
23,2,17,0,0,0,51
0,3,26,0,0,0,13
1,3,29,0,0,0,13
2,3,22,0,0,0,5
3,3,23,0,0,0,8
4,3,18,0,0,0,11
5,3,26,1,0,0,23
6,3,26,0,0,0,28
7,3,15,0,0,0,38
8,3,24,0,0,0,93
9,3,28,0,0,0,80
10,3,26,1,0,0,88
11,3,17,0,0,0,82
12,3,29,0,0,0,83
13,3,22,0,0,0,75
14,3,19,0,0,0,82
15,3,15,0,0,0,92
16,3,22,0,0,0,84
17,3,24,0,0,0,85
18,3,23,0,0,0,60
19,3,23,0,0,0,53
20,3,20,0,0,0,56
21,3,22,1,0,0,46
22,3,24,0,0,0,40
23,3,20,0,0,0,52
0,4,27,0,0,0,12
1,4,22,0,0,0,7
2,4,18,1,0,0,27
3,4,30,0,0,0,8
4,4,21,0,0,0,7
5,4,17,0,0,0,6
6,4,16,0,0,0,28
7,4,22,0,0,0,39
8,4,23,0,0,0,70
9,4,26,0,0,0,75
10,4,25,0,0,0,81
11,4,24,0,0,0,81
12,4,30,0,0,0,74
13,4,19,0,0,0,71
14,4,22,0,0,0,82
15,4,28,0,0,0,71
16,4,16,0,0,0,90
17,4,16,0,0,0,87
18,4,22,0,0,0,38
19,4,17,0,0,0,44
20,4,19,0,0,0,60
21,4,20,0,0,0,54
22,4,25,0,0,0,40
23,4,23,0,0,0,43
0,5,25,0,0,0,15
1,5,28,0,0,0,7
2,5,25,0,0,0,6
3,5,19,1,0,0,26
4,5,15,0,0,0,6
5,5,20,0,0,0,10
6,5,30,0,0,0,39
7,5,27,1,0,0,50
8,5,30,0,0,0,88
9,5,19,0,0,0,73
10,5,19,1,0,0,95
11,5,19,0,0,0,80
12,5,27,0,0,0,86
13,5,22,0,0,0,77
14,5,27,0,0,0,77
15,5,30,0,0,0,92
16,5,26,1,0,0,84
17,5,20,0,0,0,79
18,5,26,1,0,0,76
19,5,30,0,1,0,96
20,5,15,0,1,0,99
21,5,20,0,1,0,97
22,5,30,0,1,0,97
23,5,28,0,0,0,57
0,6,21,0,0,0,14
1,6,15,0,0,0,6
2,6,26,1,0,0,29
3,6,23,0,0,0,12
4,6,18,1,0,0,34
5,6,17,0,0,0,11
6,6,15,1,0,0,46
7,6,15,0,0,0,27
8,6,18,0,0,0,87
9,6,23,1,0,0,99
10,6,22,0,0,0,87
11,6,28,0,0,0,85
12,6,13,1,0,0,92
13,6,25,0,0,0,88
14,6,21,0,0,0,74
15,6,23,0,0,0,84
16,6,24,0,0,0,76
17,6,26,1,0,0,95
18,6,19,0,0,0,35
19,6,24,0,0,0,48
20,6,26,1,0,0,49
21,6,17,1,1,0,97
22,6,13,1,0,0,61
23,6,26,0,1,0,96
0,0,26,0,0,0,7
1,0,26,0,0,0,14
2,0,26,1,0,0,23
3,0,27,0,0,0,6
4,0,24,0,0,0,7
5,0,27,0,0,0,13
6,0,29,0,0,0,22
7,0,15,0,0,0,20
8,0,27,1,0,0,100
9,0,27,0,0,0,78
10,0,25,0,0,0,87
11,0,23,0,0,0,88
12,0,26,0,0,0,90
13,0,30,0,0,0,82
14,0,21,1,0,0,100
15,0,24,0,0,0,77
16,0,24,0,0,0,91
17,0,27,0,0,0,78
18,0,17,0,0,0,35
19,0,27,0,0,0,30
20,0,25,0,0,0,48
21,0,29,0,0,0,51
22,0,27,0,0,0,40
23,0,28,0,0,0,49
0,1,30,0,0,0,11
1,1,18,1,0,0,25
2,1,25,0,0,0,10
3,1,28,0,0,0,11
4,1,20,0,0,0,6
5,1,19,0,0,0,6
6,1,18,0,0,0,35
7,1,15,0,0,0,35
8,1,22,1,0,0,91
9,1,28,0,0,0,71
10,1,21,0,0,0,78
11,1,22,0,0,0,86
12,1,27,0,0,0,84
13,1,12,1,0,0,100
14,1,23,1,0,0,100
15,1,25,0,0,0,88
16,1,22,1,0,0,89
17,1,18,1,0,0,100
18,1,24,0,0,0,53
19,1,26,0,0,0,40
20,1,16,0,0,0,44
21,1,25,0,0,0,57
22,1,30,0,0,0,34
23,1,23,0,0,0,58
0,2,29,0,0,0,14
1,2,19,0,0,0,6
2,2,23,0,0,0,11
3,2,24,0,0,0,10
4,2,23,0,0,0,5
5,2,22,0,0,0,11
6,2,14,1,0,0,38
7,2,21,0,0,0,20
8,2,21,0,0,0,89
9,2,17,1,0,0,80
10,2,18,0,0,0,85
11,2,30,0,0,0,73
12,2,15,0,0,0,85
13,2,16,0,0,0,84
14,2,29,0,0,0,70
15,2,28,0,0,0,74
16,2,26,0,0,0,91
17,2,15,0,0,0,74
18,2,16,1,0,0,53
19,2,18,0,0,0,39
20,2,22,0,0,0,58
21,2,21,0,0,0,49
22,2,17,1,0,0,49
23,2,26,0,0,0,50
0,3,24,0,0,0,8
1,3,22,0,0,0,10
2,3,16,0,0,0,14
3,3,21,0,0,0,5
4,3,19,0,0,0,7
5,3,16,0,0,0,5
6,3,22,0,0,0,38
7,3,17,1,0,0,42
8,3,19,0,0,0,86
9,3,13,1,0,0,92
10,3,25,0,0,0,72
11,3,22,0,0,0,79
12,3,19,1,0,0,100
13,3,29,0,0,0,88
14,3,29,0,0,0,73
15,3,24,0,0,0,81
16,3,16,0,0,0,74
17,3,16,0,0,0,87
18,3,23,0,0,0,58
19,3,23,0,0,0,35
20,3,27,0,0,0,33
21,3,15,0,0,0,49
22,3,30,0,0,0,51
23,3,15,1,0,0,58
0,4,19,0,0,0,13
1,4,30,0,0,0,6
2,4,16,0,0,0,9
3,4,23,1,0,0,22
4,4,21,0,0,0,13
5,4,16,0,0,0,5
6,4,21,1,0,0,49
7,4,28,0,0,0,21
8,4,14,1,0,0,98
9,4,25,0,0,0,89
10,4,18,1,0,0,100
11,4,17,0,0,0,88
12,4,27,0,0,0,82
13,4,15,0,0,0,82
14,4,24,1,0,0,95
15,4,20,0,0,0,95
16,4,17,0,0,0,74
17,4,26,0,0,0,79
18,4,29,0,0,0,42
19,4,25,0,0,0,36
20,4,12,1,0,0,78
21,4,30,0,0,0,30
22,4,21,1,0,0,53
23,4,19,0,0,0,53
0,5,18,1,0,0,29
1,5,14,1,0,0,29
2,5,16,0,0,0,10
3,5,24,0,0,0,5
4,5,19,0,0,0,10
5,5,21,0,0,0,6
6,5,27,0,0,0,30
7,5,22,1,0,0,53
8,5,20,0,0,0,85
9,5,20,1,0,0,100
10,5,20,0,0,0,75
11,5,15,0,0,0,71
12,5,27,0,0,0,79
13,5,12,1,0,0,95
14,5,21,0,0,0,73
15,5,28,0,0,0,94
16,5,27,0,0,0,73
17,5,15,1,0,0,100
18,5,21,0,0,0,39
19,5,21,0,1,0,96
20,5,25,0,0,0,41
21,5,30,0,1,0,96
22,5,15,0,0,0,36
23,5,21,0,0,0,40
0,6,22,0,0,0,12
1,6,20,0,0,0,12
2,6,22,0,0,0,13
3,6,18,0,0,0,12
4,6,19,0,0,0,13
5,6,27,1,0,0,24
6,6,17,0,0,0,35
7,6,27,1,0,0,49
8,6,22,0,0,0,75
9,6,27,1,0,0,100
10,6,27,0,0,0,75
11,6,29,0,0,0,83
12,6,18,0,0,0,81
13,6,16,0,0,0,80
14,6,21,0,0,0,71
15,6,28,0,0,0,95
16,6,29,0,0,0,73
17,6,25,0,0,0,79
18,6,19,0,0,0,41
19,6,19,0,0,0,57
20,6,20,0,0,0,55
21,6,27,0,0,0,56
22,6,26,0,0,0,33
23,6,21,0,0,0,43
0,0,18,0,0,0,11
1,0,20,0,0,0,10
2,0,23,1,0,0,28
3,0,15,0,0,0,15
4,0,22,0,0,0,7
5,0,19,1,0,0,16
6,0,18,0,0,0,28
7,0,20,0,0,0,40
8,0,18,0,0,0,83
9,0,30,0,0,0,76
10,0,25,0,0,0,78
11,0,25,0,0,0,77
12,0,28,0,0,0,72
13,0,27,0,0,0,79
14,0,25,0,0,0,89
15,0,15,0,0,0,79
16,0,23,0,0,0,89
17,0,24,1,0,0,100
18,0,24,0,0,0,50
19,0,23,0,0,0,58
20,0,21,1,0,0,75
21,0,25,0,0,0,47
22,0,25,1,0,0,66
23,0,18,0,0,0,56
0,1,26,1,0,0,34
1,1,29,0,0,0,5
2,1,29,0,0,0,8
3,1,26,0,0,0,13
4,1,26,0,0,0,7
5,1,19,0,0,0,14
6,1,27,0,0,0,23
7,1,16,0,0,0,39
8,1,17,1,0,0,88
9,1,26,1,0,0,100
10,1,28,0,0,0,82
11,1,26,0,0,0,72
12,1,20,0,0,0,71
13,1,29,0,0,0,95
14,1,20,0,0,0,73
15,1,27,0,0,0,75
16,1,23,0,0,0,81
17,1,22,0,0,0,86
18,1,26,1,0,0,61
19,1,20,0,0,0,51
20,1,24,1,0,0,71
21,1,20,1,0,0,69
22,1,30,0,0,0,33
23,1,15,0,0,0,50
0,2,27,1,0,0,29
1,2,15,0,0,0,10
2,2,24,0,0,0,9
3,2,16,0,0,0,13
4,2,21,0,0,0,11
5,2,18,1,0,0,18
6,2,20,0,0,0,23
7,2,25,1,0,0,44
8,2,28,0,0,0,75
9,2,28,0,0,0,81
10,2,21,0,0,0,85
11,2,15,1,0,0,100
12,2,17,0,0,0,87
13,2,19,0,0,0,85
14,2,14,1,0,0,87
15,2,27,0,0,0,91
16,2,26,0,0,0,86
17,2,19,1,0,0,100
18,2,16,0,0,0,55
19,2,29,0,0,0,46
20,2,27,1,0,0,72
21,2,22,0,0,0,39
22,2,17,0,0,0,44
23,2,17,0,0,0,33
0,3,18,0,0,0,5
1,3,21,0,0,0,14
2,3,21,0,0,0,14
3,3,20,0,0,0,5
4,3,22,0,0,0,14
5,3,20,0,0,0,11
6,3,15,1,0,0,53
7,3,25,0,0,0,35
8,3,17,0,0,0,85
9,3,27,0,0,0,83
10,3,29,0,0,0,77
11,3,22,0,0,0,88
12,3,17,0,0,0,91
13,3,20,0,0,0,75
14,3,30,0,0,0,82
15,3,28,0,0,0,73
16,3,17,0,0,0,72
17,3,16,0,0,0,86
18,3,29,0,0,0,49
19,3,30,0,0,0,60
20,3,30,0,0,0,30
21,3,16,0,0,0,38
22,3,21,0,0,0,38
23,3,22,0,0,0,38
0,4,28,0,0,0,13
1,4,28,0,0,0,12
2,4,29,0,0,0,13
3,4,21,0,0,0,13
4,4,22,0,0,0,7
5,4,23,1,0,0,26
6,4,22,0,0,0,20
7,4,21,0,0,0,34
8,4,15,1,0,0,93
9,4,27,0,0,0,87
10,4,23,0,0,0,77
11,4,17,1,0,0,94
12,4,20,0,0,0,76
13,4,25,0,0,0,72
14,4,27,1,0,0,98
15,4,21,1,0,0,100
16,4,18,0,0,0,70
17,4,15,1,0,0,98
18,4,23,0,0,0,35
19,4,20,1,0,0,60
20,4,14,1,0,0,61
21,4,17,0,0,0,44
22,4,26,0,0,0,43
23,4,15,1,0,0,56
0,5,23,1,0,0,20
1,5,23,0,0,0,15
2,5,26,0,0,0,5
3,5,25,0,0,0,6
4,5,22,0,0,0,15
5,5,27,0,0,0,12
6,5,30,0,0,0,28
7,5,20,1,0,0,37
8,5,19,0,0,0,90
9,5,28,0,0,0,79
10,5,27,1,0,0,100
11,5,27,0,0,0,78
12,5,16,0,0,0,95
13,5,25,0,0,0,71
14,5,21,0,0,0,87
15,5,27,0,0,0,72
16,5,19,0,0,0,71
17,5,22,1,0,0,92
18,5,23,0,0,0,44
19,5,17,0,1,0,97
20,5,22,0,0,0,46
21,5,19,0,1,0,96
22,5,18,0,0,0,57
23,5,18,0,0,0,38
0,6,23,0,0,0,6
1,6,17,0,0,0,13
2,6,25,0,0,0,5
3,6,23,0,0,0,14
4,6,27,0,0,0,15
5,6,17,0,0,0,9
6,6,26,1,0,0,44
7,6,25,1,0,0,50
8,6,18,0,0,0,91
9,6,23,0,0,0,76
10,6,16,0,0,0,92
11,6,23,0,0,0,79
12,6,12,1,0,0,100
13,6,19,0,0,0,95
14,6,30,0,0,0,79
15,6,29,0,0,0,75
16,6,20,0,0,0,84
17,6,15,0,0,0,70
18,6,17,0,0,0,47
19,6,22,1,0,0,52
20,6,25,0,0,0,35
21,6,17,1,1,0,96
22,6,16,1,1,0,96
23,6,25,0,0,0,45
0,0,13,1,0,0,31
1,0,23,0,0,0,14
2,0,18,1,0,0,19
3,0,27,0,0,0,7
4,0,15,0,0,0,8
5,0,19,0,0,0,7
6,0,27,0,0,0,39
7,0,16,0,0,0,23
8,0,22,0,0,0,92
9,0,20,1,0,0,100
10,0,13,1,0,0,88
11,0,16,0,0,0,82
12,0,24,0,0,0,79
13,0,22,0,0,0,90
14,0,19,1,0,0,100
15,0,27,1,0,0,100
16,0,26,0,0,0,85
17,0,23,0,0,0,80
18,0,17,0,0,0,52
19,0,23,0,0,0,47
20,0,22,0,0,0,58
21,0,19,0,0,0,31
22,0,26,0,0,0,46
23,0,18,0,0,0,60
0,1,24,0,0,0,11
1,1,19,0,0,0,6
2,1,30,0,0,0,14
3,1,20,0,0,0,15
4,1,17,0,0,0,13
5,1,23,0,0,0,10
6,1,18,1,0,0,44
7,1,23,0,0,0,27
8,1,19,0,0,0,75
9,1,23,0,0,0,89
10,1,26,0,0,0,70
11,1,18,0,0,0,75
12,1,22,0,0,0,80
13,1,24,0,0,0,88
14,1,28,0,0,0,77
15,1,21,0,0,0,90
16,1,16,0,0,0,89
17,1,27,0,0,0,93
18,1,26,0,0,0,60
19,1,22,0,0,0,48
20,1,25,0,0,0,39
21,1,23,0,0,0,30
22,1,28,0,0,0,44
23,1,15,0,0,0,36
0,2,28,0,0,0,10
1,2,30,0,0,0,10
2,2,19,0,0,0,12
3,2,25,0,0,0,15
4,2,28,0,0,0,7
5,2,16,0,0,0,7
6,2,17,0,0,0,27
7,2,22,0,0,0,37
8,2,15,0,0,0,71
9,2,28,0,0,0,76
10,2,19,0,0,0,74
11,2,21,0,0,0,75
12,2,26,0,0,0,77
13,2,27,0,0,0,75
14,2,23,0,0,0,93
15,2,16,1,0,0,100
16,2,26,1,0,0,100
17,2,17,0,0,0,73
18,2,20,0,0,0,39
19,2,24,0,0,0,41
20,2,20,0,0,0,49
21,2,30,0,0,0,53
22,2,27,0,0,0,30
23,2,22,0,0,0,49
0,3,21,0,0,0,14
1,3,24,0,0,0,14
2,3,28,0,0,0,15
3,3,19,0,0,0,6
4,3,19,0,0,0,13
5,3,18,0,0,0,10
6,3,15,0,0,0,33
7,3,15,0,0,0,38
8,3,21,0,0,0,75
9,3,28,0,0,0,90
10,3,23,0,0,0,84
11,3,21,0,0,0,79
12,3,21,0,0,0,75
13,3,23,1,0,0,90
14,3,23,0,0,0,91
15,3,27,1,0,0,82
16,3,24,0,0,0,83
17,3,14,1,0,0,94
18,3,29,0,0,0,50
19,3,22,0,0,0,35
20,3,23,1,0,0,58
21,3,14,1,0,0,49
22,3,27,0,0,0,49
23,3,21,1,0,0,68
0,4,21,0,0,0,12
1,4,18,1,0,0,28
2,4,15,1,0,0,22
3,4,26,0,0,0,7
4,4,19,0,0,0,14
5,4,17,0,0,0,15
6,4,24,0,0,0,29
7,4,22,0,0,0,24
8,4,25,0,0,0,78
9,4,27,0,0,0,73
10,4,19,0,0,0,74
11,4,21,0,0,0,87
12,4,26,0,0,0,95
13,4,19,1,0,0,88
14,4,20,1,0,0,98
15,4,19,0,0,0,92
16,4,15,0,0,0,77
17,4,16,0,0,0,78
18,4,21,1,0,0,54
19,4,18,0,0,0,30
20,4,17,1,0,0,70
21,4,21,0,0,0,45
22,4,16,1,0,0,70
23,4,28,0,0,0,53
0,5,27,0,0,0,14
1,5,30,0,0,0,8
2,5,12,1,0,0,24
3,5,20,0,0,0,10
4,5,13,1,0,0,24
5,5,24,0,0,0,7
6,5,20,0,0,0,25
7,5,18,0,0,0,39
8,5,26,0,0,0,89
9,5,25,1,0,0,100
10,5,22,0,0,0,76
11,5,17,0,0,0,83
12,5,27,0,0,0,88
13,5,15,0,0,0,89
14,5,24,0,0,0,70
15,5,22,0,0,0,84
16,5,26,0,0,0,88
17,5,22,0,0,0,71
18,5,29,0,0,0,35
19,5,29,0,0,0,45
20,5,27,0,0,0,30
21,5,15,0,1,0,95
22,5,15,0,1,0,96
23,5,24,0,0,0,48
0,6,30,0,0,0,7
1,6,17,0,0,0,10
2,6,23,0,0,0,5
3,6,17,0,0,0,7
4,6,16,0,0,0,12
5,6,24,0,0,0,8
6,6,19,0,0,0,22
7,6,27,0,0,0,39
8,6,21,0,0,0,77
9,6,25,0,0,0,86
10,6,25,0,0,0,82
11,6,19,0,0,0,72
12,6,16,1,0,0,97
13,6,27,1,0,0,87
14,6,15,0,0,0,88
15,6,28,0,0,0,84
16,6,26,0,0,0,93
17,6,16,0,0,0,87
18,6,20,0,0,0,56
19,6,23,0,1,0,98
20,6,28,0,0,0,54
21,6,29,0,0,0,54
22,6,27,0,1,0,99
23,6,30,0,1,0,95
0,0,18,1,0,0,26
1,0,21,1,0,0,28
2,0,27,0,0,0,14
3,0,28,0,0,0,15
4,0,30,0,0,0,13
5,0,28,0,0,0,5
6,0,17,0,0,0,24
7,0,30,0,0,0,35
8,0,16,0,0,0,92
9,0,16,0,0,0,95
10,0,17,0,0,0,91
11,0,20,0,0,0,81
12,0,15,0,0,0,80
13,0,21,0,0,0,94
14,0,24,0,0,0,90
15,0,17,1,0,0,100
16,0,26,1,0,0,100
17,0,25,0,0,0,86
18,0,27,0,0,0,53
19,0,29,0,0,0,32
20,0,28,0,0,0,43
21,0,28,0,0,0,44
22,0,29,0,0,0,54
23,0,17,0,0,0,46
0,1,15,0,0,0,8
1,1,22,0,0,0,6
2,1,18,0,0,0,5
3,1,24,0,0,0,10
4,1,25,0,0,0,15
5,1,19,1,0,0,23
6,1,16,0,0,0,35
7,1,21,0,0,0,38
8,1,21,0,0,0,79
9,1,15,0,0,0,73
10,1,14,1,0,0,96
11,1,19,0,0,0,73
12,1,16,1,0,0,95
13,1,23,1,0,0,95
14,1,16,0,0,0,86
15,1,26,1,0,0,100
16,1,28,0,0,0,91
17,1,22,0,0,0,72
18,1,12,1,0,0,52
19,1,29,0,0,0,41
20,1,26,1,0,0,58
21,1,29,0,0,0,49
22,1,29,0,0,0,48
23,1,27,0,0,0,36
0,2,19,0,0,0,6
1,2,19,0,0,0,7
2,2,15,0,0,0,12
3,2,26,0,0,0,10
4,2,30,0,0,0,5
5,2,23,0,0,0,11
6,2,20,0,0,0,27
7,2,29,0,0,0,33
8,2,29,0,0,0,91
9,2,20,0,0,0,77
10,2,17,0,0,0,76
11,2,19,0,0,0,70
12,2,29,0,0,0,70
13,2,27,0,0,0,92
14,2,23,0,0,0,89
15,2,13,1,0,0,94
16,2,28,0,0,0,86
17,2,26,1,0,0,90
18,2,21,1,0,0,57
19,2,28,0,0,0,53
20,2,27,1,0,0,60
21,2,17,0,0,0,36
22,2,16,0,0,0,46
23,2,28,0,0,0,47
0,3,23,0,0,0,10
1,3,21,0,0,0,8
2,3,24,1,0,0,26
3,3,20,0,0,0,10
4,3,21,0,0,0,13
5,3,15,0,0,0,12
6,3,18,0,0,0,20
7,3,28,0,0,0,21
8,3,26,0,0,0,80
9,3,20,0,0,0,80
10,3,19,0,0,0,78
11,3,15,0,0,0,79
12,3,30,0,0,0,89
13,3,21,1,0,0,100
14,3,17,0,0,0,86
15,3,22,0,0,0,86
16,3,16,0,0,0,88
17,3,28,0,0,0,92
18,3,23,0,0,0,40
19,3,16,1,0,0,49
20,3,16,0,0,0,56
21,3,24,0,0,0,43
22,3,19,0,0,0,60
23,3,15,1,0,0,44
0,4,22,0,0,0,10
1,4,23,0,0,0,11
2,4,25,0,0,0,7
3,4,18,0,0,0,13
4,4,25,0,0,0,8
5,4,27,0,0,0,15
6,4,24,0,0,0,20
7,4,30,0,0,0,21
8,4,24,0,0,0,95
